play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,play_session_channel_code,english_description_x,french_description_x,play_session_status_code,english_description_y,french_description_y
1534,348,2024-12-03T11:02:37.027-06:00,2024-12-03T18:07:37.027-06:00,BROWSER,COMPLETED,4165,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1535,15,2024-07-15T16:33:39.666-06:00,2024-07-15T22:57:39.666-06:00,MOBILE,ABORTED,2546,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1537,412,2024-12-01T21:42:41.177-06:00,2024-12-02T00:46:41.177-06:00,BROWSER,COMPLETED,2516,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1538,102,2024-09-08T20:07:57.671-06:00,2024-09-09T03:48:57.671-06:00,MOBILE,TIMEOUT,1853,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1539,181,2024-12-22T01:27:44.940-06:00,2024-12-22T09:27:44.940-06:00,BROWSER,ABORTED,3315,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1540,73,2024-12-02T10:15:50.822-06:00,2024-12-02T11:36:50.822-06:00,MOBILE,COMPLETED,566,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1541,196,2024-12-30T13:28:54.422-06:00,2024-12-30T14:37:54.422-06:00,MOBILE,TIMEOUT,1943,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1543,359,2024-12-29T05:12:44.212-06:00,2024-12-29T05:38:44.212-06:00,BROWSER,TIMEOUT,4395,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1544,397,2024-12-07T05:48:16.386-06:00,2024-12-07T09:18:16.386-06:00,MOBILE,TIMEOUT,199,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1545,183,2024-12-30T10:19:23.191-06:00,2024-12-30T12:57:23.191-06:00,BROWSER,COMPLETED,1901,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1546,115,2024-12-24T08:47:19.344-06:00,2024-12-24T11:58:19.344-06:00,BROWSER,COMPLETED,4619,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1547,397,2024-12-24T02:06:18.738-06:00,2024-12-24T05:33:18.738-06:00,BROWSER,ABORTED,1807,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1548,93,2024-06-29T15:42:13.872-06:00,2024-06-29T17:09:13.872-06:00,BROWSER,ABORTED,3988,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1549,451,2024-11-03T07:52:48.022-06:00,2024-11-03T09:56:48.022-06:00,BROWSER,COMPLETED,1631,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1551,378,2024-11-04T04:50:48.379-06:00,2024-11-04T12:21:48.379-06:00,BROWSER,TIMEOUT,2197,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1553,263,2024-09-21T10:38:48.538-06:00,2024-09-21T19:40:48.538-06:00,BROWSER,TIMEOUT,1506,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1554,437,2024-12-19T00:25:05.396-06:00,2024-12-19T08:54:05.396-06:00,BROWSER,COMPLETED,442,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1555,188,2024-10-17T07:33:48.872-06:00,2024-10-17T08:52:48.872-06:00,MOBILE,COMPLETED,1767,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1556,432,2024-12-27T19:45:09.982-06:00,2024-12-28T05:45:09.982-06:00,MOBILE,TIMEOUT,3563,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1557,429,2024-12-08T00:49:58.641-06:00,2024-12-08T01:17:58.641-06:00,MOBILE,TIMEOUT,4589,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1558,34,2024-12-26T17:06:33.659-06:00,2024-12-27T00:37:33.659-06:00,BROWSER,COMPLETED,123,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1559,455,2024-11-20T20:49:29.639-06:00,2024-11-21T03:30:29.639-06:00,MOBILE,TIMEOUT,603,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1560,458,2024-11-23T04:03:34.315-06:00,2024-11-23T08:32:34.315-06:00,MOBILE,TIMEOUT,1047,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1561,267,2024-11-27T21:05:23.560-06:00,2024-11-27T23:03:23.560-06:00,MOBILE,TIMEOUT,1118,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1562,225,2024-12-23T18:42:34.078-06:00,2024-12-23T19:29:34.078-06:00,BROWSER,COMPLETED,1955,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1563,421,2024-12-22T22:43:22.069-06:00,2024-12-23T02:54:22.069-06:00,BROWSER,ABORTED,4540,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1564,479,2024-09-05T15:30:37.749-06:00,2024-09-05T15:55:37.749-06:00,MOBILE,COMPLETED,549,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1565,208,2024-12-17T09:25:43.818-06:00,2024-12-17T13:30:43.818-06:00,BROWSER,TIMEOUT,3801,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1568,371,2024-12-19T01:57:49.583-06:00,2024-12-19T04:06:49.583-06:00,MOBILE,COMPLETED,497,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1569,314,2024-10-09T22:54:23.986-06:00,2024-10-10T01:40:23.986-06:00,MOBILE,COMPLETED,4880,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1570,382,2024-12-28T07:14:59.349-06:00,2024-12-28T12:08:59.349-06:00,MOBILE,COMPLETED,630,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1571,176,2024-12-28T02:16:36.016-06:00,2024-12-28T07:11:36.016-06:00,BROWSER,TIMEOUT,4907,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1572,113,2024-09-13T12:02:42.642-06:00,2024-09-13T20:46:42.642-06:00,MOBILE,TIMEOUT,4524,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1573,296,2024-12-28T11:48:33.588-06:00,2024-12-28T19:27:33.588-06:00,MOBILE,ABORTED,4813,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1574,369,2024-12-23T08:54:46.124-06:00,2024-12-23T09:41:46.124-06:00,BROWSER,COMPLETED,2177,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1575,257,2024-06-30T20:11:34.362-06:00,2024-07-01T02:54:34.362-06:00,MOBILE,ABORTED,302,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1577,440,2024-08-18T00:12:41.427-06:00,2024-08-18T08:10:41.427-06:00,BROWSER,TIMEOUT,1524,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1578,329,2024-12-30T17:08:52.731-06:00,2024-12-30T17:53:52.731-06:00,BROWSER,TIMEOUT,698,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1579,373,2024-10-12T05:03:10.487-06:00,2024-10-12T05:25:10.487-06:00,MOBILE,COMPLETED,2693,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1580,35,2024-11-07T04:20:05.359-06:00,2024-11-07T10:00:05.359-06:00,BROWSER,ABORTED,1479,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1581,30,2024-02-14T13:21:27.027-06:00,2024-02-14T16:20:27.027-06:00,MOBILE,TIMEOUT,4430,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1582,129,2024-12-26T19:42:04.603-06:00,2024-12-26T19:53:04.603-06:00,BROWSER,ABORTED,324,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1583,128,2024-12-30T13:35:20.819-06:00,2024-12-30T15:20:20.819-06:00,MOBILE,COMPLETED,4227,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1584,332,2024-10-18T05:15:10.858-06:00,2024-10-18T09:39:10.858-06:00,BROWSER,TIMEOUT,2906,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1585,166,2024-12-13T21:18:52.399-06:00,2024-12-13T22:14:52.399-06:00,BROWSER,COMPLETED,665,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1586,352,2024-12-24T23:28:36.732-06:00,2024-12-25T08:40:36.732-06:00,BROWSER,ABORTED,4762,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1588,203,2024-11-09T17:29:49.306-06:00,2024-11-10T01:37:49.306-06:00,MOBILE,TIMEOUT,1236,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1589,415,2024-12-01T04:16:41.635-06:00,2024-12-01T12:16:41.635-06:00,MOBILE,ABORTED,2213,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1590,52,2024-07-14T05:29:18.792-06:00,2024-07-14T12:48:18.792-06:00,BROWSER,TIMEOUT,3729,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1592,173,2024-12-30T20:04:54.337-06:00,2024-12-30T20:09:54.337-06:00,MOBILE,COMPLETED,1608,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1593,317,2024-03-30T01:58:21.705-06:00,2024-03-30T11:13:21.705-06:00,BROWSER,ABORTED,2459,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1594,152,2024-09-19T20:47:28.770-06:00,2024-09-20T04:34:28.770-06:00,MOBILE,COMPLETED,1414,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1595,331,2024-12-20T18:32:40.883-06:00,2024-12-21T03:31:40.883-06:00,MOBILE,ABORTED,2528,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1596,445,2024-12-29T21:48:40.185-06:00,2024-12-30T01:37:40.185-06:00,BROWSER,ABORTED,871,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1598,230,2024-06-29T07:33:56.994-06:00,2024-06-29T10:52:56.994-06:00,BROWSER,TIMEOUT,4858,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1599,311,2024-12-30T16:38:58.090-06:00,2024-12-30T21:13:58.090-06:00,BROWSER,COMPLETED,221,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1600,135,2024-12-26T11:14:02.147-06:00,2024-12-26T18:01:02.147-06:00,MOBILE,COMPLETED,1439,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1601,259,2024-12-25T14:21:02.401-06:00,2024-12-25T23:26:02.401-06:00,BROWSER,COMPLETED,2211,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1602,474,2024-12-14T17:07:35.664-06:00,2024-12-15T01:17:35.664-06:00,BROWSER,ABORTED,843,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1603,239,2024-12-07T18:04:54.212-06:00,2024-12-08T02:44:54.212-06:00,BROWSER,TIMEOUT,184,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1604,239,2024-12-24T19:28:15.900-06:00,2024-12-25T01:44:15.900-06:00,MOBILE,TIMEOUT,4705,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1605,58,2024-12-30T10:12:33.139-06:00,2024-12-30T12:56:33.139-06:00,BROWSER,COMPLETED,1118,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1606,333,2024-12-30T08:34:22.458-06:00,2024-12-30T12:59:22.458-06:00,BROWSER,ABORTED,233,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1607,39,2024-10-03T20:24:33.237-06:00,2024-10-03T23:03:33.237-06:00,MOBILE,ABORTED,3066,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1608,466,2024-12-30T00:09:53.916-06:00,2024-12-30T03:34:53.916-06:00,BROWSER,TIMEOUT,1256,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1609,5,2024-12-30T20:17:07.118-06:00,2024-12-30T23:14:07.118-06:00,MOBILE,COMPLETED,2168,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1610,271,2024-11-22T11:19:02.065-06:00,2024-11-22T20:20:02.065-06:00,MOBILE,COMPLETED,576,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1611,200,2024-12-27T01:45:14.558-06:00,2024-12-27T04:06:14.558-06:00,MOBILE,TIMEOUT,1474,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1612,392,2024-11-13T23:14:03.638-06:00,2024-11-14T04:57:03.638-06:00,BROWSER,COMPLETED,4618,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1613,267,2024-12-22T21:12:09.807-06:00,2024-12-22T22:30:09.807-06:00,BROWSER,ABORTED,1844,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1614,363,2024-12-15T16:24:44.072-06:00,2024-12-15T20:45:44.072-06:00,BROWSER,TIMEOUT,3836,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1615,197,2024-10-06T12:42:39.307-06:00,2024-10-06T14:50:39.307-06:00,MOBILE,ABORTED,1201,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1616,181,2024-12-24T11:45:51.088-06:00,2024-12-24T21:17:51.088-06:00,BROWSER,COMPLETED,576,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1617,46,2024-12-30T15:12:21.457-06:00,2024-12-30T18:14:21.457-06:00,MOBILE,COMPLETED,2884,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1618,290,2024-12-30T14:43:54.987-06:00,2024-12-30T20:29:54.987-06:00,BROWSER,ABORTED,3064,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1619,426,2024-12-05T12:25:24.926-06:00,2024-12-05T17:25:24.926-06:00,BROWSER,TIMEOUT,3175,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1620,321,2024-12-30T20:38:28.377-06:00,2024-12-30T21:26:28.377-06:00,MOBILE,TIMEOUT,2793,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1621,405,2024-12-17T14:35:10.908-06:00,2024-12-17T16:32:10.908-06:00,BROWSER,ABORTED,2881,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1622,64,2024-12-30T19:56:01.166-06:00,2024-12-30T20:53:01.166-06:00,MOBILE,TIMEOUT,1100,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1623,251,2024-12-04T02:19:15.994-06:00,2024-12-04T04:04:15.994-06:00,BROWSER,TIMEOUT,4099,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1625,392,2024-12-26T07:30:10.605-06:00,2024-12-26T10:58:10.605-06:00,BROWSER,ABORTED,4459,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1626,349,2024-12-30T18:17:56.056-06:00,2024-12-30T22:20:56.056-06:00,BROWSER,COMPLETED,1163,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1627,307,2024-12-27T19:37:57.333-06:00,2024-12-28T03:47:57.333-06:00,MOBILE,ABORTED,2609,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1628,1,2024-08-11T20:08:35.250-06:00,2024-08-12T02:36:35.250-06:00,MOBILE,TIMEOUT,4584,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1629,32,2024-12-28T22:09:42.100-06:00,2024-12-29T03:59:42.100-06:00,MOBILE,ABORTED,4009,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1630,174,2024-12-29T19:01:48.132-06:00,2024-12-30T03:09:48.132-06:00,BROWSER,COMPLETED,950,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1631,214,2024-12-25T05:06:34.345-06:00,2024-12-25T12:42:34.345-06:00,MOBILE,ABORTED,2095,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1632,139,2024-11-23T20:33:21.287-06:00,2024-11-24T02:46:21.287-06:00,MOBILE,TIMEOUT,561,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1634,26,2024-07-07T21:07:21.498-06:00,2024-07-08T03:14:21.498-06:00,MOBILE,ABORTED,4118,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1635,344,2024-12-18T06:07:35.238-06:00,2024-12-18T11:55:35.238-06:00,MOBILE,TIMEOUT,1452,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1636,424,2024-12-08T03:03:01.925-06:00,2024-12-08T11:30:01.925-06:00,BROWSER,COMPLETED,4366,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1637,96,2024-06-25T05:12:55.582-06:00,2024-06-25T12:07:55.582-06:00,MOBILE,TIMEOUT,2442,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1638,15,2024-11-19T22:15:30.503-06:00,2024-11-20T03:42:30.503-06:00,BROWSER,TIMEOUT,3878,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1639,245,2024-12-29T11:00:53.290-06:00,2024-12-29T19:36:53.290-06:00,MOBILE,COMPLETED,784,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1640,213,2024-12-29T00:49:36.992-06:00,2024-12-29T04:41:36.992-06:00,MOBILE,COMPLETED,964,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1641,378,2024-12-09T20:06:41.024-06:00,2024-12-10T03:10:41.024-06:00,MOBILE,COMPLETED,3287,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1642,172,2024-12-30T07:54:15.954-06:00,2024-12-30T08:38:15.954-06:00,BROWSER,COMPLETED,3648,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1643,377,2024-12-30T16:48:29.553-06:00,2024-12-30T17:05:29.553-06:00,BROWSER,TIMEOUT,3885,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1644,338,2024-10-15T22:02:13.108-06:00,2024-10-16T05:20:13.108-06:00,MOBILE,COMPLETED,2462,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1645,148,2024-08-12T09:27:14.424-06:00,2024-08-12T15:41:14.424-06:00,BROWSER,ABORTED,3237,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1646,280,2024-10-08T08:08:40.934-06:00,2024-10-08T17:39:40.934-06:00,BROWSER,COMPLETED,1486,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1647,355,2024-12-26T12:11:14.929-06:00,2024-12-26T13:02:14.929-06:00,MOBILE,TIMEOUT,3666,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1648,447,2024-12-20T16:28:08.517-06:00,2024-12-20T17:28:08.517-06:00,BROWSER,ABORTED,1374,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1649,300,2024-12-16T01:59:10.464-06:00,2024-12-16T06:44:10.464-06:00,BROWSER,COMPLETED,432,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1650,190,2024-12-10T19:04:17.370-06:00,2024-12-10T20:32:17.370-06:00,BROWSER,COMPLETED,1720,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1652,165,2024-10-12T13:43:09.727-06:00,2024-10-12T17:15:09.727-06:00,BROWSER,COMPLETED,1018,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1653,164,2024-12-24T12:52:15.679-06:00,2024-12-24T18:07:15.679-06:00,MOBILE,ABORTED,2621,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1654,200,2024-12-27T05:15:49.990-06:00,2024-12-27T12:30:49.990-06:00,BROWSER,ABORTED,1169,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1655,232,2024-12-28T00:09:55.905-06:00,2024-12-28T07:06:55.905-06:00,MOBILE,COMPLETED,3844,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1656,34,2024-12-27T10:02:48.851-06:00,2024-12-27T12:34:48.851-06:00,MOBILE,COMPLETED,3991,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1657,287,2024-12-29T23:48:58.750-06:00,2024-12-30T08:19:58.750-06:00,BROWSER,ABORTED,503,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1659,322,2024-06-18T20:30:16.431-06:00,2024-06-18T23:00:16.431-06:00,BROWSER,ABORTED,4144,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1660,259,2024-12-30T11:50:56.995-06:00,2024-12-30T17:29:56.995-06:00,BROWSER,TIMEOUT,4010,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1661,230,2024-08-21T16:24:42.243-06:00,2024-08-21T19:30:42.243-06:00,BROWSER,ABORTED,3449,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1662,42,2024-10-08T02:13:06.445-06:00,2024-10-08T09:54:06.445-06:00,MOBILE,TIMEOUT,314,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1663,253,2024-12-30T09:39:15.151-06:00,2024-12-30T11:59:15.151-06:00,MOBILE,TIMEOUT,4611,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1664,318,2024-08-14T10:36:41.805-06:00,2024-08-14T11:05:41.805-06:00,MOBILE,ABORTED,4324,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1666,16,2024-12-04T03:17:05.985-06:00,2024-12-04T11:52:05.985-06:00,BROWSER,ABORTED,3456,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1668,185,2024-11-16T13:28:10.477-06:00,2024-11-16T20:13:10.477-06:00,MOBILE,ABORTED,4128,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1669,143,2024-12-22T03:05:48.346-06:00,2024-12-22T05:42:48.346-06:00,BROWSER,ABORTED,4219,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
1670,157,2024-05-23T17:34:19.873-06:00,2024-05-23T22:53:19.873-06:00,BROWSER,TIMEOUT,2950,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1671,89,2024-12-26T13:12:21.002-06:00,2024-12-26T14:10:21.002-06:00,BROWSER,TIMEOUT,657,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1673,225,2024-12-30T01:50:01.504-06:00,2024-12-30T07:43:01.504-06:00,BROWSER,COMPLETED,4650,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1674,133,2024-12-12T01:00:26.068-06:00,2024-12-12T03:23:26.068-06:00,MOBILE,ABORTED,4229,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1675,446,2024-12-30T12:02:34.494-06:00,2024-12-30T18:34:34.494-06:00,BROWSER,TIMEOUT,3058,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1677,43,2024-12-29T09:10:55.756-06:00,2024-12-29T16:29:55.756-06:00,MOBILE,TIMEOUT,3217,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1678,148,2024-12-18T16:38:09.443-06:00,2024-12-18T20:09:09.443-06:00,MOBILE,ABORTED,2968,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1679,7,2024-11-15T09:33:12.861-06:00,2024-11-15T09:48:12.861-06:00,MOBILE,ABORTED,1475,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1681,126,2024-12-30T11:32:27.296-06:00,2024-12-30T18:43:27.296-06:00,MOBILE,COMPLETED,3749,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1682,146,2024-12-25T12:31:17.424-06:00,2024-12-25T13:54:17.424-06:00,BROWSER,TIMEOUT,1200,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1683,315,2024-12-10T21:41:21.818-06:00,2024-12-11T04:38:21.818-06:00,MOBILE,ABORTED,4180,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1685,53,2024-11-11T18:45:20.140-06:00,2024-11-11T21:54:20.140-06:00,MOBILE,COMPLETED,826,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1686,185,2024-12-11T16:41:09.028-06:00,2024-12-11T23:18:09.028-06:00,BROWSER,TIMEOUT,1686,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1687,354,2024-12-23T06:30:26.967-06:00,2024-12-23T12:32:26.967-06:00,MOBILE,ABORTED,4267,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1688,397,2024-12-28T23:05:23.590-06:00,2024-12-29T05:54:23.590-06:00,MOBILE,ABORTED,431,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
1689,89,2024-12-28T00:00:11.943-06:00,2024-12-28T03:03:11.943-06:00,BROWSER,TIMEOUT,157,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
1691,262,2024-12-30T22:06:37.174-06:00,2024-12-30T23:26:37.174-06:00,MOBILE,TIMEOUT,2000,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1692,146,2024-12-27T16:36:53.623-06:00,2024-12-28T01:27:53.623-06:00,BROWSER,COMPLETED,116,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1693,96,2024-09-12T16:20:35.019-06:00,2024-09-13T01:17:35.019-06:00,MOBILE,COMPLETED,2096,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
1694,47,2024-12-02T16:33:41.823-06:00,2024-12-03T01:20:41.823-06:00,BROWSER,COMPLETED,4642,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1695,472,2024-12-26T12:23:04.469-06:00,2024-12-26T15:22:04.469-06:00,BROWSER,COMPLETED,1308,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
1696,63,2024-12-26T06:45:45.728-06:00,2024-12-26T09:38:45.728-06:00,MOBILE,TIMEOUT,4462,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
1697,358,2024-11-23T07:42:22.125-06:00,2024-11-23T17:12:22.125-06:00,MOBILE,ABORTED,1615,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
